fig|6666666.737888.peg.7482	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7481	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7429	66.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.7428	4.1	Streptomyces sp. CC219B	T1PKS			
fig|6666666.737888.peg.7018	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7017	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7016	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7015	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7014	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7013	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7012	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7011	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7010	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7009	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7008	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.6309	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6308	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6307	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6306	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6305	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6304	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6303	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6302	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6301	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6300	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6299	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6298	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6297	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6296	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6295	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6294	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6293	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6292	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6291	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6290	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6289	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6288	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6287	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6286	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6285	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6284	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6283	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6282	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6281	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6280	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6279	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6278	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6277	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6276	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6275	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6274	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6273	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6165	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6164	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6163	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6162	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6161	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6160	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6159	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6158	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.602	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.601	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.600	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.599	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.598	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.597	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.596	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.595	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.594	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.593	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5924	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5923	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5922	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5921	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5920	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.592	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5919	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5918	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5917	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5916	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5915	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5914	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.591	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.590	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.589	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.588	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.587	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.586	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.585	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.584	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.583	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.582	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.581	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5807	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5806	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5805	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5804	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5803	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5802	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5801	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5800	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.580	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5799	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5798	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5797	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5796	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5795	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5794	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5793	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5792	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5791	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5790	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.579	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5789	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5788	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5787	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5786	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.578	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.577	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.576	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.575	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.574	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.573	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.572	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.571	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.570	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.569	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.568	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.567	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.566	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5650	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.565	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5649	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5648	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5647	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5646	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5645	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5644	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5643	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5642	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5641	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5640	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.564	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5639	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5638	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5637	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5636	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5635	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5634	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5633	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5632	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5631	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5630	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.563	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5629	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5628	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5627	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5626	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5625	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.562	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.561	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.560	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.559	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.558	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.557	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.556	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.555	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.554	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.553	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.552	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.551	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.550	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.549	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.548	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.547	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.546	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.545	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.544	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.543	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.542	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.541	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.540	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.539	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.538	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.537	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.536	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5356	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5355	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5354	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5353	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5352	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5351	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5350	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.535	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5349	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5348	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5347	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5346	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5345	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5344	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5343	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5342	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5341	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5340	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.534	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5339	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5338	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5337	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5336	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5335	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5334	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5333	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5332	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5331	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5330	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.533	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5329	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5328	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5327	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5326	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5325	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5324	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5323	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5322	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5321	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5320	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.532	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.531	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.530	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.529	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.528	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.527	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.526	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.525	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.524	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.523	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.522	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.521	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.520	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.519	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5154	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5153	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5152	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5151	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5150	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5149	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5148	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5147	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5146	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5145	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5144	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5143	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5142	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5141	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5140	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5139	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5138	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5137	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5136	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5135	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5134	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5133	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5132	60.4	Streptomyces sp. CC219B	butyrolactone terpene		gamma-butyrolactone	100
fig|6666666.737888.peg.5106	60.3	Streptomyces sp. CC219B	T2PKS bacteriocin		LL-D49194alpha1 (LLD)	18
fig|6666666.737888.peg.5105	60.3	Streptomyces sp. CC219B	T2PKS bacteriocin		LL-D49194alpha1 (LLD)	18
fig|6666666.737888.peg.5104	60.3	Streptomyces sp. CC219B	T2PKS bacteriocin		LL-D49194alpha1 (LLD)	18
