fig|6666666.737888.peg.7516	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7515	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7514	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7513	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7512	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7511	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7510	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7509	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7508	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7507	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7506	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7505	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7504	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7503	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7502	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7501	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7500	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7499	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7498	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7497	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7496	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7495	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7494	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7493	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7492	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7491	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7490	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7489	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7488	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7487	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7486	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7485	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7484	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7483	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7482	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7481	CuatroCienegas	90.1	Streptomyces sp. CC219B	NRPS-like	NRPS-like	zorbamycin	4
fig|6666666.737888.peg.7429	CuatroCienegas	66.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.7428	CuatroCienegas	4.1	Streptomyces sp. CC219B	T1PKS			
fig|6666666.737888.peg.7018	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7017	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7016	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7015	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7014	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7013	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7012	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7011	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7010	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7009	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.7008	CuatroCienegas	29.1	Streptomyces sp. CC219B	T1PKS	T1PKS	A23187	44
fig|6666666.737888.peg.6309	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6308	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6307	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6306	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6305	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6304	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6303	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6302	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6301	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6300	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6299	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6298	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6297	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6296	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6295	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6294	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6293	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6292	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6291	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6290	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6289	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6288	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6287	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6286	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6285	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6284	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6283	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6282	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6281	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6280	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6279	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6278	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6277	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6276	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6275	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6274	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6273	CuatroCienegas	44.3	Streptomyces sp. CC219B	NRPS	T1PKS	lankamycin	13
fig|6666666.737888.peg.6165	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6164	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6163	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6162	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6161	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6160	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6159	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.6158	CuatroCienegas	44.2	Streptomyces sp. CC219B	bacteriocin	bacteriocin	informatipeptin	42
fig|6666666.737888.peg.602	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.601	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.600	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.599	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.598	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.597	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.596	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.595	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.594	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.593	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5924	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5923	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5922	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5921	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5920	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.592	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5919	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5918	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5917	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5916	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5915	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.5914	CuatroCienegas	44.1	Streptomyces sp. CC219B	terpene	terpene		
fig|6666666.737888.peg.591	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.590	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.589	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.588	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.587	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.586	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.585	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.584	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.583	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.582	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.581	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5807	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5806	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5805	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5804	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5803	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5802	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5801	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5800	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.580	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5799	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5798	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5797	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5796	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5795	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5794	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5793	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5792	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5791	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5790	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.579	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5789	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5788	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5787	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.5786	CuatroCienegas	28.1	Streptomyces sp. CC219B	lanthipeptide	lanthipeptide		
fig|6666666.737888.peg.578	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.577	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.576	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.575	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.574	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.573	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.572	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.571	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.570	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.569	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.568	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.567	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.566	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5650	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.565	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5649	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5648	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5647	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5646	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5645	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5644	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5643	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5642	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5641	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5640	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.564	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5639	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5638	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5637	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5636	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5635	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5634	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5633	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5632	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5631	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5630	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.563	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5629	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5628	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5627	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5626	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.5625	CuatroCienegas	42.1	Streptomyces sp. CC219B	NRPS	NRPS	avilamycin A / avilamycin C	5
fig|6666666.737888.peg.562	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.561	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.560	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.559	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.558	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.557	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.556	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.555	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.554	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.553	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.552	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.551	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.550	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.549	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.548	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.547	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.546	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.545	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.544	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.543	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.542	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.541	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.540	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.539	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.538	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.537	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.536	CuatroCienegas	52.3	Streptomyces sp. CC219B	NRPS	T1PKS	SCO-2138	50
fig|6666666.737888.peg.5356	CuatroCienegas	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5355	CuatroCienegas	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
fig|6666666.737888.peg.5354	CuatroCienegas	55.1	Streptomyces sp. CC219B	NRPS	NRPS		
